statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
4,0,0,1,0,0,13,0,0,2,0,0,0,0,0,0,0,25,36,0,0,0,0,0,0,0,1,0,0,9,1,5,3,1,2,3,0,0,0,26,43,26,0,0,15,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,2,0,0,0,0,6,10,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,6,4,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,17,0,0,5,0,0,0,0,0,0,0,27,31,0,0,0,0,0,0,0,1,0,0,10,1,14,10,0,5,0,0,0,0,16,38,15,0,0,20,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,1,1,0,2,1,4,3,0,1,0,0,0,1,9,20,9,0,0,6,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,8,0,8,5,3,0,0,0,0,0,9,19,9,0,0,10,2,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,2,0,0,51,0,0,18,0,0,0,0,0,0,0,155,200,0,0,0,0,0,0,0,0,0,0,38,0,66,39,9,12,4,8,0,0,87,153,83,0,14,84,34,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,11,18,11,0,0,6,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,6,0,0,2,2,2,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,17,27,17,0,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,18,0,0,1,1,1,0,0,0,0,0,32,39,0,0,0,0,0,0,0,1,0,2,13,1,16,1,1,14,0,0,0,0,24,50,18,0,0,29,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,25,0,0,0,0,0,4,4,0,0,0,46,54,0,0,0,0,0,0,0,1,0,5,13,1,20,0,0,20,1,0,0,0,24,62,23,0,2,44,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,21,0,0,5,0,0,0,0,0,0,0,40,58,0,0,0,0,0,0,0,1,0,0,10,1,20,17,0,4,0,0,0,0,23,53,23,0,0,26,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,12,0,0,1,1,1,0,0,0,0,0,17,32,0,0,0,0,0,0,0,0,0,0,1,0,11,3,5,4,3,0,0,0,18,32,16,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
