statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
12,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,49,56,0,0,0,0,0,0,0,0,0,0,22,0,33,33,0,0,0,0,0,0,8,35,8,0,0,27,5,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,18,21,0,1,0,0,0,0,0,0,1,2,9,0,7,1,1,5,0,0,0,0,15,26,11,0,4,16,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,0,0,0,0,69,0,0,23,6,6,0,0,0,0,0,142,155,0,0,0,0,0,0,0,0,2,4,52,0,73,60,7,6,13,0,0,0,42,111,39,0,3,73,11,11,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,1,2,1,5,1,1,1,0,1,0,0,0,0,3,14,3,0,0,8,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,46,0,0,12,0,0,0,0,0,0,0,127,155,0,0,0,0,0,0,0,0,0,0,50,0,80,61,0,19,9,0,0,0,39,118,34,0,0,84,15,15,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,72,0,0,26,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,1,0,1,52,1,52,45,7,0,4,0,0,0,18,73,17,0,0,58,6,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,3,0,0,30,0,0,2,1,1,1,1,0,0,0,62,67,0,1,0,0,0,0,0,0,2,2,11,0,18,9,0,12,1,0,0,0,53,77,51,0,7,30,5,4,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,0,1,0,0,16,0,0,0,0,0,2,2,0,0,0,29,28,0,0,0,0,0,0,0,1,2,2,4,1,11,5,1,6,3,0,0,0,19,33,17,0,2,13,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,3,0,0,29,0,0,2,3,2,2,2,0,0,0,49,44,0,0,0,0,0,0,0,0,6,7,11,0,5,4,0,4,3,0,0,0,39,73,33,0,2,25,3,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19,0,0,1,0,0,65,0,0,16,1,1,1,1,0,0,0,140,216,0,0,0,0,0,0,0,1,0,0,53,1,81,79,2,1,0,0,0,0,107,186,104,0,0,84,31,28,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,1,0,0,26,0,0,2,2,2,1,1,0,0,0,48,57,0,2,0,0,0,0,0,1,2,2,9,1,12,10,0,2,4,1,0,0,42,57,41,0,1,16,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,76,0,0,25,1,1,1,1,1,0,0,109,128,0,0,0,0,0,0,0,0,0,2,55,0,56,37,0,17,0,2,0,0,47,130,47,0,0,88,15,9,53,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
18,0,0,1,0,0,28,0,0,9,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,1,0,28,0,17,8,0,10,0,0,0,0,12,50,9,0,0,40,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,1,0,0,59,0,0,19,0,0,0,0,1,0,0,84,83,0,0,0,0,0,0,0,1,0,1,44,1,47,35,0,13,0,0,0,0,10,79,10,0,0,71,13,6,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,63,0,0,25,0,0,0,0,0,0,0,114,135,0,0,0,0,0,0,0,0,0,0,57,0,76,26,21,29,3,0,0,0,17,121,17,0,0,104,18,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
