statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
6,0,0,0,0,0,26,0,0,1,1,1,0,0,0,0,0,48,55,0,0,0,0,0,0,0,1,0,2,21,1,35,1,2,32,0,0,0,0,20,73,15,0,0,55,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,34,44,0,0,0,0,0,0,0,1,0,2,6,1,14,8,1,5,0,0,0,0,16,36,12,0,0,21,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,4,11,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,30,48,0,0,1,0,0,0,0,1,1,1,4,1,8,4,1,3,1,0,0,0,36,54,36,0,0,11,4,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,1,0,1,9,1,19,0,1,18,0,0,0,0,15,31,0,0,0,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,1,0,1,2,1,7,0,1,6,1,0,0,0,6,16,4,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,1,0,1,3,1,8,0,1,7,1,0,0,0,0,14,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,1,0,1,3,0,4,0,0,4,0,0,0,0,10,21,10,0,0,9,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,50,49,0,0,0,0,0,0,0,1,0,3,12,1,22,4,1,17,0,0,0,0,19,52,15,0,0,37,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,1,1,1,4,0,1,3,0,0,0,0,0,8,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
